Cruise,Cruise_ID_2,Month_local,Year_local,class,d_1m,d_7m,d_15m,d_25m,d_35m,d_55m,d_75m,d_100m,Total_sum
79,CAR-079,6,2002,Dinophyceae,0,0.19,2.554,0,0.192,0,0.384,0,2.9379999999999997
80,CAR-080,7,2002,Bacillariophyceae,558.39,877.04,175.94399999999996,58.379,112.46799999999995,117.64199999999998,15.328,20.7727,1902.0208
80,CAR-080,7,2002,Coccolithophyceae,0,15.3,0,0,0,0,0,0,15.324
80,CAR-080,7,2002,Dinophyceae,0,0,2.8739999999999997,0,11.49,2.298,0,0,16.662
81,CAR-081,8,2002,Bacillariophyceae,380.33000000000015,176.13,144.25999999999996,8.622,182.02,23.95,5.1112,0.766,916.4200000000001
81,CAR-081,8,2002,Coccolithophyceae,0,0.76,0,10.346,3.1479999999999997,0,0,0,14.26
81,CAR-081,8,2002,Dinophyceae,1.91,1.91,4.789999999999999,3.832,1.916,0,0.6389,0,14.370000000000001
82,CAR-082,10,2002,Bacillariophyceae,5.539999999999999,0.42,4.416,1.152,0,2.304,5.558999999999999,0,13.866000000000001
82,CAR-082,10,2002,Coccolithophyceae,0,12.89,11.49,0.192,84.282,0,0,0,108.951
82,CAR-082,10,2002,Dinophyceae,0,0.42,3.831,0,2.746,7.662,0,0,14.665
83,CAR-083,11,2002,Bacillariophyceae,0,0.76,14.2,0.192,0,0,0.384,1.7279999999999998,15.168
83,CAR-083,11,2002,Coccolithophyceae,0,0,7.664999999999999,3.832,2.876,0,0,6.132,14.373000000000001
83,CAR-083,11,2002,Dinophyceae,0,5.29,0,0.384,0.384,7.662,0.192,0,13.73
84,CAR-084,12,2002,Bacillariophyceae,64.58,12.440000000000001,160.93800000000002,2.88,735.934,8.622,0.768,0.192,985.527
84,CAR-084,12,2002,Coccolithophyceae,0,28.52,86.197,0,0,5.108,0,0,119.85100000000001
84,CAR-084,12,2002,Dinophyceae,1.42,0.5700000000000001,0,0.768,0,0,0,0,2.7809999999999997
85,CAR-085,1,2003,Bacillariophyceae,558.39,877.04,175.94399999999996,58.379,112.46799999999995,116.9176,15.328,0,1901.2964
85,CAR-085,1,2003,Coccolithophyceae,0,15.3,0,0,0,0,0,0,15.324
85,CAR-085,1,2003,Dinophyceae,0,0,2.8739999999999997,0,11.49,2.298,0,0,16.662
86,CAR-086,2,2003,Bacillariophyceae,579.5699999999999,444.97,365.844,340.05100000000004,21.504,77.06099999999999,6.132,2.688,1829.791
86,CAR-086,2,2003,Coccolithophyceae,0,0,3.832,0,0,0,0,0,3.832
86,CAR-086,2,2003,Dinophyceae,0.24,0.63,7.662,0,0,0,1.533,0,8.542
87,CAR-087,3,2003,Bacillariophyceae,175.06999999999996,239.07,229.89399999999998,28.409000000000006,186.11200000000002,4.992,4.032,5.95,864.0960000000001
87,CAR-087,3,2003,Coccolithophyceae,20.05,40.209999999999994,3.832,1.92,5.11,0,0,1.15,71.21600000000001
87,CAR-087,3,2003,Dinophyceae,4.76,1.88,0,0.8639999999999999,3.401,0.28800000000000003,0.192,0,11.258999999999999
88,CAR-088,4,2003,Bacillariophyceae,0.19,1.5199999999999998,1.534,3.838,3.072,23.562,2.112,0.768,33.734
88,CAR-088,4,2003,Coccolithophyceae,0.19,2.3899999999999997,5.561,6.706,10.731,26.817,0,0.192,52.404
88,CAR-088,4,2003,Dinophyceae,0,0.18,1.63,0.958,1.533,0,0,0,4.313000000000001
89,CAR-089,5,2003,Bacillariophyceae,453.29000000000013,155.55999999999997,201.62300000000005,527.7280000000001,38.784000000000006,9.213000000000001,11.990000000000002,2.112,1387.1850000000002
89,CAR-089,5,2003,Coccolithophyceae,24.2,11.08,21.169,7.662,0,1.629,1.629,2.2995,65.843
89,CAR-089,5,2003,Dinophyceae,2.2199999999999998,1.1400000000000001,0,8.62,0.96,0,0.096,0.288,12.964
90,CAR-090,6,2003,Bacillariophyceae,10.53,1.53,0,0,4.9830000000000005,2.9379999999999997,0.384,12.645,19.996
90,CAR-090,6,2003,Coccolithophyceae,6.13,0,5.108,0,16.863,0,3.066,0,28.102999999999998
90,CAR-090,6,2003,Dinophyceae,0,3.4400000000000004,0.192,0,1.533,0.5760000000000001,0.192,0.192,5.7509999999999994
91,CAR-091,7,2003,Bacillariophyceae,0.09,2.4899999999999998,1.533,0.768,0.192,1.7280000000000002,2.112,0,6.808999999999999
91,CAR-091,7,2003,Coccolithophyceae,0,4.0200000000000005,3.066,0,4.599,0,2.874,0,11.687
91,CAR-091,7,2003,Dinophyceae,0.76,1.15,1.533,0,0,0,0,0,3.452
92,CAR-092,8,2003,Bacillariophyceae,1.15,1.32,4.800000000000001,384.768,77.196,10.176,3.834,2.112,479.4359999999999
92,CAR-092,8,2003,Coccolithophyceae,9.58,1.53,11.778,2.554,30.648,0,0,0,56.096999999999994
92,CAR-092,8,2003,Dinophyceae,1.91,0.76,1.151,3.514,7.662,0,0,0,15.01
93,CAR-093,9,2003,Bacillariophyceae,12.850000000000001,19.53,11.127000000000002,16.692,284.30839999999995,78.898,20.344,0,423.4615
93,CAR-093,9,2003,Coccolithophyceae,40.8,4.59,65.122,5.748,4.599,7.662,0,0,128.599
93,CAR-093,9,2003,Dinophyceae,0.19,0.38,4.119,0.749,1.9167,3.32,0.192,0.192,10.680699999999998
94,CAR-094,11,2003,Bacillariophyceae,0,45.459999999999994,8.302,19.566000000000003,0,1034.3,0,0,1107.737
94,CAR-094,11,2003,Coccolithophyceae,0,0,2.554,22.98,0,7.662,1.916,0,33.202
94,CAR-094,11,2003,Dinophyceae,0,2.72,2.24,4.242,0,0,0,0.096,9.202000000000004
97,CAR-097,2,2004,Bacillariophyceae,33.67,37.169999999999995,134.59000000000003,24.536,0.274,0,0.137,0,230.42600000000002
97,CAR-097,2,2004,Coccolithophyceae,9.58,7.66,3.831,3.832,5.108,0,0,0,30.013
97,CAR-097,2,2004,Dinophyceae,0,2.82,0.696,5.56,0.274,0.274,0,0,9.632
98,CAR-098,3,2004,Bacillariophyceae,15.7,73.27000000000001,17.584,68.592,5.492,0.16,3.832,0.16,180.88400000000001
98,CAR-098,3,2004,Coccolithophyceae,1.91,1.91,0,0,0,0,1.916,0,3.832
98,CAR-098,3,2004,Dinophyceae,5.35,6.97,4.35,5.564,1.243,0.32,0.48,0,23.852999999999998
101,CAR-101,6,2004,Bacillariophyceae,442.79999999999995,428,123.20000000000002,460,130,0,17.96,2,1584.4
101,CAR-101,6,2004,Coccolithophyceae,4.8,41.6,6.4,0,18,50,10,0,120.82
101,CAR-101,6,2004,Dinophyceae,0,0,1.6,0,2,0,1,0.04,3.6
102,CAR-102,7,2004,Bacillariophyceae,100.19999999999999,131,106,27,17,46.62,7.6000000000000005,0.44000000000000006,427.94
102,CAR-102,7,2004,Coccolithophyceae,46.8,41.6,15.600000000000001,1,5.2,31.2,0,0,141.4
102,CAR-102,7,2004,Dinophyceae,0.88,2,10,12,1.5,0.02,13.6,0.1,26.400000000000002
103,CAR-103,8,2004,Bacillariophyceae,40.97,108.8,42.9,27.72,68,68.8,6,13.680000000000001,357.26000000000005
103,CAR-103,8,2004,Coccolithophyceae,0,21.6,26.66,46.8,12,3.2,0,0,110.27000000000001
103,CAR-103,8,2004,Dinophyceae,0.57,1.6,0.66,1.32,2.4000000000000004,0.8,0,0,7.3500000000000005
104,CAR-104,9,2004,Bacillariophyceae,0,0.06,0.04,0.04,0.12,0.06,0,0,0.31999999999999995
104,CAR-104,9,2004,Coccolithophyceae,0.02,0.2,0.02,26.05,31.2,0,0,0,57.49
104,CAR-104,9,2004,Dinophyceae,0.06,0.1,0.04,0.06,0.02,0.24,0,0,0.5200000000000001
105,CAR-105,10,2004,Bacillariophyceae,25.599999999999998,0,0.04,0.27999999999999997,0.16,0.16,0.08,0,26.259999999999998
105,CAR-105,10,2004,Coccolithophyceae,0,0,0,0.02,20,0.02,0.02,0,20.04
105,CAR-105,10,2004,Dinophyceae,0,0,0.12,0.1,0.02,0,0,0,0.23999999999999996
106,CAR-106,11,2004,Bacillariophyceae,0.19999999999999998,0.5800000000000001,0.06,0.06,0.1666,0.12,0.02,0,1.186667
106,CAR-106,11,2004,Coccolithophyceae,10,0.06,0.3,0.2,0,0,0,0,10.56
106,CAR-106,11,2004,Dinophyceae,0.1,0,0.06,0.04,0.8331999999999999,0,0,0,1.033334
107,CAR-107,12,2004,Bacillariophyceae,397.89000000000004,1014.89,0.24,571.15,105.07000000000001,0,0.02,0,2091.3900000000003
107,CAR-107,12,2004,Coccolithophyceae,31.2,46.800000000000004,36.47,27.33,13.3,2.12,0,0,157.22
107,CAR-107,12,2004,Dinophyceae,1.33,0,10.42,7.98,1.33,0,0,0.06,21.060000000000002
108,CAR-108,1,2005,Bacillariophyceae,55,68,42,1.12,1.02,0.14,0,0,167.27999999999997
108,CAR-108,1,2005,Coccolithophyceae,25.2,41,16,0.34,0.14,0.02,0,0,82.77
108,CAR-108,1,2005,Dinophyceae,6,8,16,0.18,0.06,0.02,0,0,30.259999999999998
109,CAR-109,2,2005,Bacillariophyceae,2.24,1.46,0.12000000000000001,0.1,0.02,0,0.18,0,3.94
109,CAR-109,2,2005,Coccolithophyceae,14.82,0.14,48.02,12,8,0.2,0.1,0,83.23
109,CAR-109,2,2005,Dinophyceae,0.06,0.14,0.04,0.06,0.02,0,0,0,0.32
110,CAR-110,3,2005,Bacillariophyceae,0.28,0.26,0.44000000000000006,0.12,0.2,0.06,0.12,0.06,1.3600000000000005
110,CAR-110,3,2005,Coccolithophyceae,16.1,40.04,0.24,0.32,0.04,0.16,0.1,0.04,56.9
110,CAR-110,3,2005,Dinophyceae,0.04,0.06,0.14,0.16,0,0.02,0.02,0.02,0.42000000000000004
111,CAR-111,4,2005,Bacillariophyceae,3.64,0.16,1.76,0.48000000000000004,1.5599999999999998,0.1,0.56,0.72,7.700000000000002
111,CAR-111,4,2005,Coccolithophyceae,62.42,62.4,0,0.04,0,0,0,0,124.92
111,CAR-111,4,2005,Dinophyceae,0.14,0.22000000000000003,0.21999999999999997,0.04,0.12,0,0,0.02,0.7400000000000001
112,CAR-112,5,2005,Bacillariophyceae,0,0.04,0,0,0,0,0,0,0.04
112,CAR-112,5,2005,Coccolithophyceae,0,0,0,0,0,0,0,0,0
112,CAR-112,5,2005,Dinophyceae,0.08,0,0.02,0,0,0,0,0,0.1
113,CAR-113,6,2005,Bacillariophyceae,0.07,0.08,0.16,0.06,0.06,0.06,0,0,0.49
113,CAR-113,6,2005,Coccolithophyceae,0,0,0,0.04,0,0.08,0,0,0.12
113,CAR-113,6,2005,Dinophyceae,0.21000000000000002,0.14,0.2,0.08,0.08,0.04,0,0,0.75
114,CAR-114,7,2005,Bacillariophyceae,0,0,0,0,0,0.06,0,0,0.06
114,CAR-114,7,2005,Coccolithophyceae,0,0,0,0,0,0,0,0,0
114,CAR-114,7,2005,Dinophyceae,0.14,0.08,0.04,0.06,0.14,0.02,0,0,0.4800000000000001
115,CAR-115,8,2005,Bacillariophyceae,0,0.04,0.02,0.06,0.13999999999999999,0,0,0,0.26
115,CAR-115,8,2005,Coccolithophyceae,0,0,0.22,0.1,0.02,0,0.04,0,0.34
115,CAR-115,8,2005,Dinophyceae,0.24000000000000002,0.08,0.1,0.24,0,0,0,0,0.6600000000000001
116,CAR-116,10,2005,Bacillariophyceae,0,0,0.05,0.01,0.03,0.21000000000000002,0.03,0.04,0.30000000000000004
116,CAR-116,10,2005,Coccolithophyceae,0.58,20,19,86.01,0.2,0,0.06,4,125.78999999999999
116,CAR-116,10,2005,Dinophyceae,0.06,0.26,0.04,0.14,0.04,0.04,0.02,0,0.5800000000000001
117,CAR-117,12,2005,Bacillariophyceae,56.519999999999996,69,51,53,14.850000000000001,2,2.5,1.5,246.37
117,CAR-117,12,2005,Coccolithophyceae,15.559999999999999,33,20.5,32.5,13.86,4,3,2.25,119.42
117,CAR-117,12,2005,Dinophyceae,1.7999999999999998,2,0.5,8.5,0.33,0.8,0,0.5,13.930000000000001
118,CAR-118,1,2006,Bacillariophyceae,29.8,12.000000000000002,14.2,6.2,0.2,0.8,0.4,0,63.4
118,CAR-118,1,2006,Coccolithophyceae,0.6,0,0.8,0.2,0,0.4,0.2,0.6,2
118,CAR-118,1,2006,Dinophyceae,1.6,4,3.4000000000000004,1.2,0.6000000000000001,0.6000000000000001,0,0,11.399999999999999
119,CAR-119,2,2006,Bacillariophyceae,20.000000000000007,42,14.000000000000002,16.17,1.75,0.8,0,0,94.71999999999998
119,CAR-119,2,2006,Coccolithophyceae,14.9,28,54.4,22,3.75,0.2,3,5,123.27000000000001
119,CAR-119,2,2006,Dinophyceae,7.6000000000000005,6.4,4,1.65,0.75,0,0,0,20.400000000000006
120,CAR-120,3,2006,Bacillariophyceae,0.05,2,0.13,0.02,0.03,0.04,0.09999999999999999,0.32,2.2700000000000005
120,CAR-120,3,2006,Coccolithophyceae,11,2.4,6,8,3.2,0.08,0.05,0.64,30.68
120,CAR-120,3,2006,Dinophyceae,0.04,1.7999999999999998,0.06,0.05,0.05,0,0.01,0,2
121,CAR-121,4,2006,Bacillariophyceae,11.4,12.200000000000001,14,0.21,0.12,0.01,0.04,0,37.94000000000001
121,CAR-121,4,2006,Coccolithophyceae,3.4,6,2.6,0.08,1,0.05,0.05,0.04,13.13
121,CAR-121,4,2006,Dinophyceae,2.4000000000000004,3.6000000000000005,4.800000000000001,0.08,0.05,0,0.01,0,10.930000000000001
122,CAR-122,5,2006,Bacillariophyceae,0.02,0.02,0,0.02,0,0,0,0,0.060000000000000005
122,CAR-122,5,2006,Coccolithophyceae,11.81,5.2,7.9399999999999995,20.01,34.04,8,16,12,87.08
122,CAR-122,5,2006,Dinophyceae,0.02,0.04,0.02,0.07,0.01,0,0,0,0.16
123,CAR-123,6,2006,Bacillariophyceae,0.07999999999999999,0.06,0.02,0.08,0,0,0,0.03,0.24000000000000002
123,CAR-123,6,2006,Coccolithophyceae,4.62,0.1,0.32,0.19,0.09,0.03,0.03,0,5.35
123,CAR-123,6,2006,Dinophyceae,0.03,0,0.01,0.03,0,0,0,0.02,0.07
124,CAR-124,7,2006,Bacillariophyceae,37.74,1.7200000000000002,0.9,0.18,0,0.05,0.05,0,40.589999999999996
124,CAR-124,7,2006,Coccolithophyceae,0.11,0.19,0.07,0.12,0.1,0,0.02,0,0.59
124,CAR-124,7,2006,Dinophyceae,0.03,0.01,0.03,0.03,0.02,0,0.01,0,0.12
125,CAR-125,8,2006,Bacillariophyceae,0.06,0.05,0.02,0.04,0.01,0,0.04,0,0.18
125,CAR-125,8,2006,Coccolithophyceae,0.09,0.18000000000000002,0.08,0.09,0.09,0.12,0.04,0,0.65
125,CAR-125,8,2006,Dinophyceae,0.060000000000000005,0.03,0.21000000000000002,0,0.01,0.01,0,0,0.32000000000000006
126,CAR-126,9,2006,Bacillariophyceae,0.08,0.12,0.060000000000000005,0.2,0.19000000000000003,0.01,0,0.02,0.6600000000000001
126,CAR-126,9,2006,Coccolithophyceae,10.01,16,0.29,0.42,1.39,0.24,0.17,0.04,28.349999999999998
126,CAR-126,9,2006,Dinophyceae,0.060000000000000005,0.03,0.05,0.01,0.03,0.01,0,0,0.19000000000000006
127,CAR-127,10,2006,Bacillariophyceae,0.09,111.25000000000001,0.5900000000000001,0.93,2.4800000000000004,178.6,0.02,0,293.93999999999994
127,CAR-127,10,2006,Coccolithophyceae,0.38,0.11000000000000001,0.66,0.09,1.1,1.2000000000000002,0.01,0,3.54
127,CAR-127,10,2006,Dinophyceae,0.01,0.01,0.04,0.03,0.1,0.6000000000000001,0,0,0.79
128,CAR-128,11,2006,Bacillariophyceae,0.06999999999999999,0.01,0.04,0.09,0,0.02,0,0,0.23
128,CAR-128,11,2006,Coccolithophyceae,8,5.28,40,0.13,0.05,0.06999999999999999,0,0,53.53
128,CAR-128,11,2006,Dinophyceae,0.11999999999999998,0.04,0.01,0.05,0.01,0.01,0,0,0.24000000000000002
129,CAR-129,12,2006,Bacillariophyceae,0.24,0.37000000000000005,0.15,1.02,57,0.16000000000000003,0.06,0.02,58.94
129,CAR-129,12,2006,Coccolithophyceae,10.03,0.21,0.28,0.15,2.2,0.06,0.03,0.02,12.93
129,CAR-129,12,2006,Dinophyceae,0.04,0.07,0.08,0.04,1.2000000000000002,0,0,0,1.43
130,CAR-130,2,2007,Bacillariophyceae,189.5,111,145.81999999999996,0.45000000000000007,0.66,0.1,0.11,0.02,447.52999999999986
130,CAR-130,2,2007,Coccolithophyceae,0,0.5,0,0.02,0.03,0.01,0,0,0.56
130,CAR-130,2,2007,Dinophyceae,7,8,9.9,0.05,0.02,0,0.01,0,24.97
131,CAR-131,3,2007,Bacillariophyceae,57.459999999999994,105.04999999999998,46.62,0.30000000000000004,1.7200000000000002,0.04,0,0,211.18999999999997
131,CAR-131,3,2007,Coccolithophyceae,32.03,40.1,12.04,0.13999999999999999,0.16,0.12,0.06,0,84.59
131,CAR-131,3,2007,Dinophyceae,0.14,0.18000000000000002,0.16,0.02,0,0,0,0,0.5
132,CAR-132,4,2007,Bacillariophyceae,0.28,0.39,0.15999999999999998,0.04,0.07,0.13,0.04,0,1.07
132,CAR-132,4,2007,Coccolithophyceae,0.15,0.44,0.31,0.08,0.31,0.07,0.04,0.05,1.36
132,CAR-132,4,2007,Dinophyceae,0.05,0.03,0.04,0.060000000000000005,0.01,0,0.01,0,0.19000000000000003
133,CAR-133,5,2007,Bacillariophyceae,0.12,0,0.03,0.16,0.04,0.01,0,0,0.36000000000000004
133,CAR-133,5,2007,Coccolithophyceae,0.2,0.02,0.02,0.21,0.01,0,0,0,0.46
133,CAR-133,5,2007,Dinophyceae,0.02,0.01,0.01,0.060000000000000005,0.04,0.02,0,0,0.16
134,CAR-134,6,2007,Bacillariophyceae,0.11000000000000001,0.31,0.15,0.11,0.44000000000000006,0.09000000000000001,0,0,1.2100000000000002
134,CAR-134,6,2007,Coccolithophyceae,0.02,0,0.03,0.03,0.04,0.07,0,0,0.19
134,CAR-134,6,2007,Dinophyceae,0.01,0.04,0.09,0.08,0.04,0.03,0.02,0,0.29000000000000004
135,CAR-135,7,2007,Bacillariophyceae,1.6,14.2,19,19.799999999999997,16.599999999999998,0.12000000000000001,0.10999999999999999,0.06999999999999999,71.31999999999998
135,CAR-135,7,2007,Coccolithophyceae,0.32,18,15.799999999999999,8.8,2,0.06,0,0.02,44.98
135,CAR-135,7,2007,Dinophyceae,0.05,1,2,9.799999999999999,0,0.05,0,0.01,12.899999999999997
136,CAR-136,8,2007,Bacillariophyceae,0.10999999999999999,0.30000000000000004,0.25,0.08,0,0.05,0,0.02,0.7900000000000003
136,CAR-136,8,2007,Coccolithophyceae,0.07,0.04,0.15,0.06,0.16,0.33,0.03,0.1,0.81
136,CAR-136,8,2007,Dinophyceae,0.05,0.05,0.11999999999999998,0.02,0.03,0,0,0.02,0.27
137,CAR-137,9,2007,Bacillariophyceae,0.25,0.02,0.06,0.02,0.11000000000000001,0.18000000000000005,0.01,0.01,0.6400000000000001
137,CAR-137,9,2007,Coccolithophyceae,0.08,0.03,0.01,0.08,0.13,0.03,0.03,0,0.36
137,CAR-137,9,2007,Dinophyceae,0.09999999999999999,0.04,0.07,0.03,0.04,0.01,0.02,0,0.29000000000000004
138,CAR-138,10,2007,Bacillariophyceae,0.01,0.01,0.03,0.08,0,0.01,0.36,0.03,0.14
138,CAR-138,10,2007,Coccolithophyceae,0.06,0.36,0.02,0.06,0.26,0.25,0.04,0,1.01
138,CAR-138,10,2007,Dinophyceae,0,0.02,0.02,0,0,0,0,0,0.04
140,CAR-140,12,2007,Bacillariophyceae,0.09999999999999999,0.03,0.08,0.16,0.02,0.17,0.07,0.04,0.56
140,CAR-140,12,2007,Coccolithophyceae,0.43000000000000005,0.42,0.5800000000000001,0.8,0.28,0.2,0,0,2.71
140,CAR-140,12,2007,Dinophyceae,0.01,0.04,0.02,0.04,0.04,0.01,0.01,0,0.15999999999999998
141,CAR-141,1,2008,Bacillariophyceae,0.5700000000000001,0.32999999999999996,0.35,1.1700000000000002,0.7000000000000002,0.12000000000000001,0,0,3.2399999999999998
141,CAR-141,1,2008,Coccolithophyceae,0.72,0.47,0.59,0.14,0.06,0,0,0,1.98
141,CAR-141,1,2008,Dinophyceae,0.04,0.05,0.08,0.18000000000000002,0.03,0.01,0,0,0.39000000000000007
142,CAR-142,2,2008,Bacillariophyceae,0.12,0.13,0.03,0.06,0.04,0,4e-4,0,0.38000000000000006
142,CAR-142,2,2008,Coccolithophyceae,104.02,104.02,72.02000000000001,80,0.07,0.03,4e-4,0,360.16
142,CAR-142,2,2008,Dinophyceae,0.08,0.04,0.03,0.09000000000000001,0.03,0.01,1e-4,0,0.28
143,CAR-143,3,2008,Bacillariophyceae,0.29000000000000004,1.64,14.000000000000002,25.24,0.19,0.060000000000000005,0,0,41.42
143,CAR-143,3,2008,Coccolithophyceae,0.04,0.32,0.8,9.9,0.060000000000000005,0.03,0.01,0.02,11.149999999999999
143,CAR-143,3,2008,Dinophyceae,0.060000000000000005,0.02,0,0.07,0,0,0,0,0.15
144,CAR-144,4,2008,Bacillariophyceae,0.29000000000000004,0.09999999999999999,2.8000000000000003,2.8,0,0.04,0,0,6.0299999999999985
144,CAR-144,4,2008,Coccolithophyceae,0.08,0.12,1.8,2.4,0.04,0,0,0,4.44
144,CAR-144,4,2008,Dinophyceae,0.04,0.15,1.7999999999999998,3,0,0,0,0,4.989999999999998
145,CAR-145,5,2008,Bacillariophyceae,0.06,0,0,0,0.20999999999999996,0.06,0.03,0,0.33000000000000007
145,CAR-145,5,2008,Coccolithophyceae,0.04,0.01,0.03,0.01,0.09,0.02,0.01,0,0.2
145,CAR-145,5,2008,Dinophyceae,0.04,0.03,0.01,0,0.02,0,0,0,0.09999999999999999
146,CAR-146,6,2008,Bacillariophyceae,0.09,0.01,0.06999999999999999,0,0.01,0,0.02,0.02,0.18
146,CAR-146,6,2008,Coccolithophyceae,0.07,0.03,0.03,0.01,0,0.03,0.01,0.08,0.17
146,CAR-146,6,2008,Dinophyceae,0.060000000000000005,0.03,0.05,0.02,0,0.01,0,0,0.16999999999999998
147,CAR-147,7,2008,Bacillariophyceae,0.28,0.4000000000000001,0.5300000000000001,0,0.5,0.03,0,0,1.7400000000000002
147,CAR-147,7,2008,Coccolithophyceae,0.03,0.08,0.07,0,0,0.03,0,0,0.21000000000000002
147,CAR-147,7,2008,Dinophyceae,0.01,0.01,0.05,0.01,0.02,0,0,0,0.1
148,CAR-148,8,2008,Bacillariophyceae,0.38,0.29,0.33,0.28,0.1,0.16,0,0,1.54
148,CAR-148,8,2008,Coccolithophyceae,0.05,0.12000000000000001,0.12,0.03,0,0.04,0.01,0,0.36000000000000004
148,CAR-148,8,2008,Dinophyceae,0.03,0.07999999999999999,0.16,0.07,0.01,0,0.02,0.01,0.35000000000000003
149,CAR-149,9,2008,Bacillariophyceae,0.04,0.06,0.05,0,0.01,0.43,0.07,0,0.5900000000000001
149,CAR-149,9,2008,Coccolithophyceae,0,0.15,0.09,0.01,0.07,0.04,0,0,0.36
149,CAR-149,9,2008,Dinophyceae,0.04,0.11,0.15000000000000002,0.05,0.03,0.01,0.01,0,0.39000000000000007
150,CAR-150,10,2008,Bacillariophyceae,0.13,0.04,0.06999999999999999,0.02,0.01,0.05,0,0,0.32000000000000006
150,CAR-150,10,2008,Coccolithophyceae,0.01,0,0.01,0.33,0.04,0,0,0,0.39
150,CAR-150,10,2008,Dinophyceae,0.03,0.04,0.09999999999999999,0.04,0,0,0,0,0.21000000000000002
151,CAR-151,11,2008,Bacillariophyceae,0.08,0.09,0.12,0.08,0.05,0.06999999999999999,0.15,0,0.49000000000000005
151,CAR-151,11,2008,Coccolithophyceae,0.01,0.01,0,0,0,0,0,0,0.02
151,CAR-151,11,2008,Dinophyceae,0.08,0.1,0.08,0.03,0.03,0.01,0,0,0.33000000000000007
152,CAR-152,12,2008,Bacillariophyceae,0.05,0.03,0.02,0.06,0,0.04,0,0,0.2
152,CAR-152,12,2008,Coccolithophyceae,0.19,0.05,0.02,0.01,0.03,0,0,0,0.30000000000000004
152,CAR-152,12,2008,Dinophyceae,0.03,0.03,0,0.04,0.04,0,0,0,0.14
153,CAR-153,1,2009,Bacillariophyceae,3.28,4.32,44,3.73,0.9800000000000002,0.09,0.01,0,56.39999999999999
153,CAR-153,1,2009,Coccolithophyceae,0,0.12,4.8,0.08,0.05,0.03,0,0,5.079999999999999
153,CAR-153,1,2009,Dinophyceae,0.01,0.06,0.2,0.03,0,0.03,0.01,0,0.33000000000000007
154,CAR-154,2,2009,Bacillariophyceae,0.43,1.01,0.6400000000000001,0.5900000000000001,1.2,1.9,0.16999999999999998,0.02,5.77
154,CAR-154,2,2009,Coccolithophyceae,0.03,0.02,0.03,0.03,0,0,0,0,0.11
154,CAR-154,2,2009,Dinophyceae,0.09,0.06999999999999999,0.060000000000000005,0.13,0.02,0.01,0.03,0.03,0.3800000000000001
155,CAR-155,3,2009,Bacillariophyceae,0.7700000000000001,0.6000000000000001,0.99,2.21,0.04,0.02,0,0,4.63
155,CAR-155,3,2009,Coccolithophyceae,28,54,36,18,3,0.01,0,0,139.01
155,CAR-155,3,2009,Dinophyceae,0.060000000000000005,0.04,0.13,0.03,0.01,0,0,0.01,0.27
156,CAR-156,4,2009,Bacillariophyceae,0.04,0.02,0.03,0.04,0.12000000000000001,0.63,0.01,0,0.88
156,CAR-156,4,2009,Coccolithophyceae,0.11,0.16,0.07,0.09,0.08,0.02,0.03,0,0.53
156,CAR-156,4,2009,Dinophyceae,0.03,0.04,0.02,0.1,0.10999999999999999,0.02,0,0,0.32
157,CAR-157,5,2009,Bacillariophyceae,0.9900000000000001,0.43,0.8500000000000001,0.07,0,0.01,0,0,2.349999999999999
157,CAR-157,5,2009,Coccolithophyceae,0.02,0.01,0,0.02,0.01,0.02,0,0,0.08
157,CAR-157,5,2009,Dinophyceae,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.33000000000000007,0.03,0,0,0,0.5400000000000001
158,CAR-158,6,2009,Bacillariophyceae,0.04,0.04,0.03,0.11999999999999998,0.05,0.08,52.03,62.4,0.36
158,CAR-158,6,2009,Coccolithophyceae,0.05,0.04,0.08,22,0.32,0.06,0,0,22.55
158,CAR-158,6,2009,Dinophyceae,0.02,0.02,0.04,0.01,0.01,0.01,0,0,0.11
159,CAR-159,7,2009,Bacillariophyceae,282.87,97.72,40.809999999999995,0.51,0.76,0.21000000000000002,0.2,0,422.87999999999994
159,CAR-159,7,2009,Coccolithophyceae,0,0.01,0.03,0,0,0,0,0,0.04
159,CAR-159,7,2009,Dinophyceae,0.07,0.01,0.07,0.05,0.04,0,0,0,0.24
160,CAR-160,8,2009,Bacillariophyceae,0.01,0,0.02,0.04,0.02,0,0.01,0,0.09
160,CAR-160,8,2009,Coccolithophyceae,0.7,1.07,0.14,0.03,0.04,0.06,0.03,0.03,2.04
160,CAR-160,8,2009,Dinophyceae,0.02,0.16000000000000003,0.07,0.05,0.02,0,0.05,0.06,0.32000000000000006
161,CAR-161,9,2009,Bacillariophyceae,0.13,0.01,0,0.2,0.76,0.79,0,0,1.8900000000000001
161,CAR-161,9,2009,Coccolithophyceae,0.07,0.02,0.03,0.04,0.03,0.15000000000000002,0.03,0,0.34
161,CAR-161,9,2009,Dinophyceae,0.04,0.060000000000000005,0.060000000000000005,0.15000000000000002,0.29000000000000004,0.1,0.05,0,0.7000000000000002
162,CAR-162,10,2009,Bacillariophyceae,0.9100000000000001,0.9300000000000002,0.6100000000000001,0.72,3.98,0.05,0,0,7.2
162,CAR-162,10,2009,Coccolithophyceae,0.13,0.1,0.06,0.09999999999999999,0,0,0,0,0.39
162,CAR-162,10,2009,Dinophyceae,0.06,0.1,0.08,0.05,0.02,0,0,0,0.31000000000000005
